id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
25484	u,札肯的航海士底廉\0	u,狩猎首领\0	3F	8B	FE	-1
25485	u,底廉的部下\0	u,狩猎手下\0	3F	8B	FE	-1
25486	u,底廉的蝙蝠\0	u,狩猎手下\0	3F	8B	FE	-1
25487	u,水的精灵黎温\0	u,狩猎首领\0	3F	8B	FE	-1
25488	u,基德勒的精灵\0	u,狩猎手下\0	3F	8B	FE	-1
25489	u,基德勒的守护者\0	u,狩猎手下\0	3F	8B	FE	-1
25490	u,格温铎尔\0	u,狩猎首领\0	3F	8B	FE	-1
25491	u,格温铎尔的护卫兵\0	u,狩猎手下\0	3F	8B	FE	-1
25492	u,格温铎尔的追随者\0	u,狩猎手下\0	3F	8B	FE	-1
25493	u,伊娃的精灵尼尼薇\0	u,狩猎首领\0	3F	8B	FE	-1
25494	u,尼尼薇的精灵\0	u,狩猎手下\0	3F	8B	FE	-1
25495	u,尼尼薇的精灵\0	u,狩猎手下\0	3F	8B	FE	-1
25496	u,法利昂的使者平革朋\0	u,狩猎首领\0	3F	8B	FE	-1
25497	u,法利昂的使者\0	u,狩猎手下\0	3F	8B	FE	-1
25498	u,法利昂的手下伊斯特利\0	u,狩猎首领\0	3F	8B	FE	-1
25499	u,伊斯特利的鳄鱼\0	u,狩猎手下\0	3F	8B	FE	-1
25500	u,伊斯特利的鳄鱼\0	u,狩猎手下\0	3F	8B	FE	-1
25501	u,盗墓者队长阿卡塔\0	u,狩猎首领\0	3F	8B	FE	-1
25502	u,阿卡塔的战士\0	u,狩猎手下\0	3F	8B	FE	-1
25503	u,阿卡塔的手下\0	u,狩猎手下\0	3F	8B	FE	-1
25504	u,内利斯的冤魂\0	u,狩猎首领\0	3F	8B	FE	-1
25505	u,内利斯的追随者\0	u,狩猎手下\0	3F	8B	FE	-1
25506	u,掠夺者拉伊图\0	u,狩猎首领\0	3F	8B	FE	-1
25507	u,拉伊图的警卫队长\0	u,狩猎手下\0	3F	8B	FE	-1
25508	u,拉伊图的追随者\0	u,狩猎手下\0	3F	8B	FE	-1
25509	u,黑暗咒术师巴兰卡\0	u,狩猎首领\0	3F	8B	FE	-1
25510	u,巴兰卡的后裔\0	u,狩猎手下\0	3F	8B	FE	-1
25511	u,巴兰卡的侍从\0	u,狩猎手下\0	3F	8B	FE	-1
25512	u,巨大高仑德考斯\0	u,狩猎首领\0	3F	8B	FE	-1
25514	u,刺钉司塔卡拓女王夏德\0	u,狩猎首领\0	3F	8B	FE	-1
25515	u,刺钉司塔卡拓\0	u,狩猎手下\0	3F	8B	FE	-1
25516	u,刺钉司塔卡拓\0	u,狩猎手下\0	3F	8B	FE	-1
25523	u,退化的高仑\0	u,狩猎首领\0	3F	8B	FE	-1
25524	u,火焰石巨人\0	u,狩猎首领\0	3F	8B	FE	-1
25525	u,火焰精灵\0	u,狩猎手下\0	3F	8B	FE	-1
25526	u,火光精灵\0	u,狩猎手下\0	3F	8B	FE	-1
25527	u,乌鲁卡\0	u,狩猎首领\0	3F	8B	FE	-1
25528	u,提比里亚\0	u,最后考官\0	3F	8B	FE	-1
25529	u,庄园的警卫\0	u,考官手下\0	3F	8B	FE	-1
25530	u,庄园的警卫\0	u,考官手下\0	3F	8B	FE	-1
25531	u,达勒内斯\0	u,广场的\0	3F	8B	FE	-1
25532	u,基耶奇\0	u,火焰的\0	3F	8B	FE	-1
25533	u,基耶奇的手下\0	a,	3F	8B	FE	-1
25534	u,提尔斯\0	u,冰冻的\0	3F	8B	FE	-1
25535	u,提尔斯\0	u,冰冻的\0	3F	8B	FE	-1
25536	u,哈里贝尔\0	u,狩猎首领\0	3F	8B	FE	-1
25537	u,凝聚的怨恨\0	u,狩猎手下\0	3F	8B	FE	-1
25538	u,解不开的怨念\0	u,狩猎手下\0	3F	8B	FE	-1
25539	u,塔伊普\0	u,狩猎首领\0	3F	8B	FE	-1
25540	u,魔鬼公爵\0	u,狩猎首领\0	3F	8B	FE	-1
25541	u,恶魔的创造物\0	u,狩猎手下\0	3F	8B	FE	-1
25542	u,蓝库\0	u,狩猎首领\0	3F	8B	FE	-1
25543	u,召来的恶魔\0	u,狩猎手下\0	3F	8B	FE	-1
25544	u,图尔雷斯\0	u,钢铁之城的\0	3F	8B	FE	-1
25545	u,图尔雷斯的胖胖\0	u,狩猎手下\0	3F	8B	FE	-1
25546	u,被背叛的雷尼安讷\0	u,过去的罪囚\0	3F	8B	FE	-1
25547	u,雷尼安讷的同行者\0	a,	3F	8B	FE	-1
25548	u,雷尼安讷的治愈师\0	a,	3F	8B	FE	-1
25549	u,骗子提席亚\0	u,过去的罪囚\0	3F	8B	FE	-1
25550	u,提席亚的大弟子\0	a,	3F	8B	FE	-1
25551	u,提席亚的佣人\0	a,	3F	8B	FE	-1
25552	u,灵魂猎人恰昆德尔\0	u,过去的罪囚\0	3F	8B	FE	-1
25553	u,石拳杜汤高\0	u,过去的罪囚\0	3F	8B	FE	-1
25554	u,不屈服的布鲁提奇奥\0	u,过去的罪囚\0	3F	8B	FE	-1
25555	u,布鲁提奇奥的右手\0	a,	3F	8B	FE	-1
25556	u,布鲁提奇奥的左手\0	a,	3F	8B	FE	-1
25557	u,森林捕食者克科诺斯\0	u,过去的罪囚\0	3F	8B	FE	-1
25558	u,克科诺斯的根\0	a,	3F	8B	FE	-1
25559	u,克科诺斯的花\0	a,	3F	8B	FE	-1
25560	u,暴走剑石席利卡德\0	u,过去的罪囚\0	3F	8B	FE	-1
25561	u,席利卡德的钟\0	a,	3F	8B	FE	-1
25562	u,席利卡德的见习生\0	a,	3F	8B	FE	-1
25563	u,美貌的娜慈丽尔\0	u,过去的罪囚\0	3F	8B	FE	-1
25564	u,娜慈丽尔的追踪者\0	a,	3F	8B	FE	-1
25565	u,娜慈丽尔的手下\0	a,	3F	8B	FE	-1
25566	u,泼妇奈凤\0	u,过去的罪囚\0	3F	8B	FE	-1
25567	u,奈凤的好友\0	a,	3F	8B	FE	-1
25568	u,奈凤的朋友\0	a,	3F	8B	FE	-1
25569	u,破坏者萨克斯\0	u,过去的罪囚\0	3F	8B	FE	-1
25570	u,萨克斯的侦查兵\0	a,	3F	8B	FE	-1
25571	u,萨克斯的突击兵\0	a,	3F	8B	FE	-1
25572	u,无法者哈库\0	u,过去的囚犯\0	3F	8B	FE	-1
25573	u,哈库的追随者\0	a,	3F	8B	FE	-1
25574	u,哈库的护卫兵\0	a,	3F	8B	FE	-1
25575	u,透视的蓝涛\0	u,过去的囚犯\0	3F	8B	FE	-1
25576	u,蓝涛的眼帘\0	a,	3F	8B	FE	-1
25577	u,蓝涛的水晶体\0	a,	3F	8B	FE	-1
25578	u,基克雷\0	u,过去的囚犯\0	3F	8B	FE	-1
25579	u,赫尔希内\0	u,过去的囚犯\0	3F	8B	FE	-1
25580	u,赫尔希内的守护兵\0	a,	3F	8B	FE	-1
25581	u,赫尔希内的刺客\0	a,	3F	8B	FE	-1
25582	u,加尔利安\0	u,过去的囚犯\0	3F	8B	FE	-1
25583	u,加尔利安的女儿\0	a,	3F	8B	FE	-1
25584	u,加尔利安的随从\0	a,	3F	8B	FE	-1
25585	u,梅伊迪\0	u,过去的囚犯\0	3F	8B	FE	-1
25586	u,梅伊迪的妹妹\0	a,	3F	8B	FE	-1
25587	u,梅伊迪的弟弟\0	a,	3F	8B	FE	-1
25588	u,不死的缪斯\0	u,过去的囚犯\0	3F	8B	FE	-1
25589	u,被驱逐的巴里达\0	u,过去的囚犯\0	3F	8B	FE	-1
25590	u,巴里达的侍从\0	a,	3F	8B	FE	-1
25591	u,巴里达的丫鬟\0	a,	3F	8B	FE	-1
25592	u,大将军卡纳灵\0	u,过去的囚犯\0	3F	8B	FE	-1
25593	u,捕食者杰勒戈\0	u,过去的囚犯\0	3F	8B	FE	-1
25594	u,杰勒戈的追随者\0	a,	3F	8B	FE	-1
25595	u,杰勒戈的手下\0	a,	3F	8B	FE	-1
25596	u,目击者侍从\0	a,	3F	8B	FE	-1
25597	u,赫雷尔\0	a,	3F	8B	FE	-1
25598	u,杰杰\0	a,	3F	8B	FE	-1
25599	u,伊格莱兹\0	a,	3F	8B	FE	-1
25600	u,提梅内日\0	u,达里恩的挑战者\0	3F	8B	FE	-1
25601	u,德朗西斯\0	u,达里恩的挑战者\0	3F	8B	FE	-1
25602	u,奇列夏\0	u,达里恩的挑战者\0	3F	8B	FE	-1
25603	u,达里恩\0	a,	3F	8B	FE	-1
25604	u,艾皮\0	u,奈雅的创造物\0	3F	8B	FE	-1
25605	u,奈雅孢子\0	a,	3F	8B	FE	-1
25606	u,奈雅孢子\0	a,	3F	8B	FE	-1
25607	u,奈雅孢子\0	a,	3F	8B	FE	-1
25608	u,奈雅孢子\0	a,	3F	8B	FE	-1
25609	u,埃比多斯\0	u,奈雅蹒跚者\0	3F	8B	FE	-1
25610	u,埃比多斯\0	u,奈雅蹒跚者\0	3F	8B	FE	-1
25611	u,埃比多斯\0	u,奈雅蹒跚者\0	3F	8B	FE	-1
25612	u,埃比多斯\0	u,奈雅蹒跚者\0	3F	8B	FE	-1
25613	u,奈雅孢子\0	a,	3F	8B	FE	-1
25614	u,浮游的幽灵\0	a,	3F	8B	FE	-1
25615	u,浮游的幽灵\0	a,	3F	8B	FE	-1
25616	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25617	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25618	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25619	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25620	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25621	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25622	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25623	u,巴德斯顿\0	u,骑士大师\0	3F	8B	FE	-1
25624	u,勒\0	u,鸟之王\0	3F	8B	FE	-1
25625	u,耶倪拉\0	u,幽灵女王\0	3F	8B	FE	-1
25626	u,迪乌斯\0	u,破灭的使者\0	3F	8B	FE	-1
25627	u,变种鹰\0	u,王的手下\0	3F	8B	FE	-1
25628	u,德勒鹰\0	u,王的手下\0	3F	8B	FE	-1
25629	u,浮游骷髅\0	u,耶倪拉的司令\0	3F	8B	FE	-1
25630	u,浮游僵尸\0	u,耶倪拉的司令\0	3F	8B	FE	-1
25631	u,飞龙翼\0	u,破灭家族\0	3F	8B	FE	-1
25632	u,德勒\0	u,破灭家族\0	3F	8B	FE	-1
25633	u,精锐驶者\0	u,巴德斯顿亲卫队\0	3F	8B	FE	-1
25634	u,库赫枚娜斯\0	u,拥有两个灵魂的人\0	3F	8B	FE	-1
25635	u,亚勒杰坤达\0	u,被夺走灵魂的人\0	3F	8B	FE	-1
25636	u,贪婪的灵魂掠食者\0	a,	3F	8B	FE	-1
25637	u,卡勒本次勒\0	u,虚假的预言者\0	3F	8B	FE	-1
25638	u,劳枚劳希波\0	u,忘却的宣告者\0	3F	8B	FE	-1
25639	u,希次卡休克\0	u,苦痛的贤臣\0	3F	8B	FE	-1
25640	u,佛莱德酷德\0	u,黑暗的指引\0	3F	8B	FE	-1
25641	u,约翰克莱贝尼扎德\0	u,吸血鬼\0	3F	8B	FE	-1
25642	u,约翰杰休班\0	u,黑色守护者\0	3F	8B	FE	-1
25643	u,苏醒的古代把守兵\0	u,狩猎首领\0	3F	8B	FE	-1
25644	u,苏醒的古代切割机\0	u,狩猎首领\0	3F	8B	FE	-1
25645	u,苏醒的古代灵魂剥削者\0	u,狩猎首领\0	3F	8B	FE	-1
25646	u,苏醒的古代灵魂捕食者\0	u,狩猎首领\0	3F	8B	FE	-1
25647	u,苏醒的古代武斗师\0	u,狩猎首领\0	3F	8B	FE	-1
25648	u,苏醒的古代武斗师\0	u,狩猎首领\0	3F	8B	FE	-1
25649	u,苏醒的古代执行者\0	u,狩猎首领\0	3F	8B	FE	-1
25650	u,苏醒的古代执行者\0	u,狩猎首领\0	3F	8B	FE	-1
25651	u,苏醒的古代传教士\0	u,狩猎首领\0	3F	8B	FE	-1
25652	u,苏醒的古代传教士\0	u,狩猎首领\0	3F	8B	FE	-1
25653	u,卡娜迪斯先驱者\0	u,侵略军\0	3F	8B	FE	-1
25654	u,卡娜迪斯先驱者\0	u,侵略军\0	3F	8B	FE	-1
25655	u,卡娜迪斯先驱者\0	u,侵略军\0	3F	8B	FE	-1
25656	u,卡娜迪斯狂信徒\0	a,	3F	8B	FE	-1
25657	u,卡娜迪斯狂信徒\0	a,	3F	8B	FE	-1
25658	u,卡娜迪斯狂信徒\0	a,	3F	8B	FE	-1
25659	u,卡娜迪斯先驱者\0	u,侵略军\0	3F	8B	FE	-1
25660	u,卡娜迪斯先驱者\0	u,侵略军\0	3F	8B	FE	-1
25661	u,卡娜迪斯先驱者\0	u,侵略军\0	3F	8B	FE	-1
25662	u,卡娜迪斯追踪者\0	a,	3F	8B	FE	-1
25663	u,卡娜迪斯追踪者\0	a,	3F	8B	FE	-1
25664	u,卡娜迪斯追踪者\0	a,	3F	8B	FE	-1
25665	u,约翰克莱达库斯\0	u,灵魂破坏者\0	3F	8B	FE	-1
25666	u,约翰克莱尼库斯\0	u,黑暗引导者\0	3F	8B	FE	-1
25667	u,食人司塔卡拓队长\0	u,凶暴的影子\0	3F	8B	FE	-1
25668	u,食人司塔卡拓队长\0	u,凶暴的影子\0	3F	8B	FE	-1
25669	u,食人司塔卡拓队长\0	u,凶暴的影子\0	3F	8B	FE	-1
25670	u,食人司塔卡拓队长\0	u,凶暴的影子\0	3F	8B	FE	-1
25671	u,刺钉司塔卡拓女王夏德\0	u,狩猎首领\0	3F	8B	FE	-1
25672	u,刺钉司塔卡拓\0	u,狩猎手下\0	3F	8B	FE	-1
25673	u,刺钉司塔卡拓\0	u,狩猎手下\0	3F	8B	FE	-1
25674	u,格温铎尔\0	u,狩猎首领\0	3F	8B	FE	-1
25675	u,格温铎尔的护卫兵\0	u,狩猎手下\0	3F	8B	FE	-1
25676	u,格温铎尔的追随者\0	u,狩猎手下\0	3F	8B	FE	-1
25677	u,水的精灵黎温\0	u,狩猎首领\0	3F	8B	FE	-1
25678	u,基德勒的精灵\0	u,狩猎手下\0	3F	8B	FE	-1
25679	u,基德勒的守护者\0	u,狩猎手下\0	3F	8B	FE	-1
25680	u,巨人拿尔帕拿克\0	u,狩猎首领\0	3F	8B	FE	-1
25681	u,高尔勾伦司\0	u,狩猎首领\0	3F	8B	FE	-1
25682	u,受诅咒的生命体\0	u,狩猎手下\0	3F	8B	FE	-1
25683	u,受阻咒的灵魂\0	u,狩猎手下\0	3F	8B	FE	-1
25684	u,最后下巨人犹特努斯\0	u,狩猎首领\0	3F	8B	FE	-1
25685	u,犹特努斯魔法师\0	u,狩猎手下\0	3F	8B	FE	-1
25686	u,犹特努斯护卫兵\0	u,狩猎手下\0	3F	8B	FE	-1
25687	u,黑卡特原型\0	u,狩猎首领\0	3F	8B	FE	-1
25688	u,黑卡特寇图司\0	u,狩猎手下\0	3F	8B	FE	-1
25689	u,黑卡特基雷司\0	u,狩猎手下\0	3F	8B	FE	-1
25690	u,阿恩基诺\0	u,梦的入侵者\0	3F	8B	FE	-1
25691	u,阿恩基诺\0	u,梦的入侵者\0	3F	8B	FE	-1
25692	u,阿恩基诺\0	u,梦的入侵者\0	3F	8B	FE	-1
25693	u,阿恩基诺\0	u,梦的入侵者\0	3F	8B	FE	-1
25694	u,阿恩基诺\0	u,梦的入侵者\0	3F	8B	FE	-1
25695	u,阿恩基诺\0	u,梦的入侵者\0	3F	8B	FE	-1
25696	u,塔克拉坎\0	u,比斯塔昆\0	3F	8B	FE	-1
25697	u,托鲁巴\0	u,列提里昆\0	3F	8B	FE	-1
25698	u,德派肯\0	u,可可拉昆\0	3F	8B	FE	-1
25699	u,戈瑞基耶斯\0	u,冰宫骑士团长\0	3F	8B	FE	-1
25700	u,戈瑞基耶斯\0	u,冰宫骑士团长\0	3F	8B	FE	-1
25701	u,阿纳伊斯\0	u,光辉的支配者\0	3F	8B	FE	-1
25702	u,圣杯守护者\0	a,	3F	8B	FE	-1
25703	u,巨大高仑\0	u,卡奥斯\0	3F	8B	FE	-1
25704	u,巨大高仑手下\0	u,卡奥斯\0	3F	8B	FE	-1
25705	u,巨大 轰炸高仑\0	u,卡奥斯\0	3F	8B	FE	-1
25706	u,迷宫监视者\0	a,	3F	8B	FE	-1
25707	u,迷宫监视者\0	a,	3F	8B	FE	-1
25708	u,迷宫监视者\0	a,	3F	8B	FE	-1
25709	u,迷宫狱卒\0	a,	3F	8B	FE	-1
25710	u,迷宫警卫队长\0	a,	3F	8B	FE	-1
25711	u,迷宫警卫\0	a,	3F	8B	FE	-1
25712	u,迷宫警卫辅助\0	a,	3F	8B	FE	-1
25713	u,达勒内斯\0	u,广场的\0	3F	8B	FE	-1
25714	u,基耶奇\0	u,火焰的\0	3F	8B	FE	-1
25715	u,基耶奇的手下\0	a,	3F	8B	FE	-1
25716	u,提尔斯\0	u,冰冻的\0	3F	8B	FE	-1
25717	u,提尔斯\0	u,冰冻的\0	3F	8B	FE	-1
25718	u,埃梅拉尔德之魂\0	u,狩猎首领\0	3F	8B	FE	-1
25719	u,德斯莱德\0	u,狩猎首领\0	3F	8B	FE	-1
25720	u,布里丁佛来\0	u,狩猎首领\0	3F	8B	FE	-1
25721	u,布莱戴革\0	u,狩猎首领\0	3F	8B	FE	-1
25722	u,暗影召唤师\0	u,狩猎首领\0	3F	8B	FE	-1
25723	u,史巴克莱瑟\0	u,狩猎首领\0	3F	8B	FE	-1
25724	u,莫斯伯\0	u,狩猎首领\0	3F	8B	FE	-1
25725	u,飞龙王\0	u,狩猎首领\0	3F	8B	FE	-1
25726	u,巨兽首领\0	u,狩猎首领\0	3F	8B	FE	-1
25727	u,龙兽\0	u,狩猎首领\0	3F	8B	FE	-1
25728	u,死亡骑士\0	a,	3F	8B	FE	-1
25729	u,死亡骑士\0	a,	3F	8B	FE	-1
25730	u,恶魔的晚餐\0	a,	3F	8B	FE	-1
25731	u,恶魔的晚餐\0	a,	3F	8B	FE	-1
25732	u,龙兽\0	u,狩猎首领\0	3F	8B	FE	-1
25733	u,宝石龙\0	a,	9C	E8	A9	-1
25734	u,吸血虫\0	a,	9C	E8	A9	-1
25735	u,灰爪库土斯\0	u,破灭的首领\0	3F	8B	FE	-1
25736	u,库土斯的守卫\0	u,破灭的手下\0	3F	8B	FE	-1
25737	u,库土斯的手下\0	u,破灭的手下\0	3F	8B	FE	-1
25738	u,夏鲁克追击者\0	u,破灭的首领\0	3F	8B	FE	-1
25739	u,夏鲁克的搜寻者\0	u,破灭的手下\0	3F	8B	FE	-1
25740	u,夏鲁克的狙击兵\0	u,破灭的手下\0	3F	8B	FE	-1
25741	u,苏卡鼠人族长\0	u,破灭的首领\0	3F	8B	FE	-1
25742	u,苏卡鼠人护卫兵\0	u,破灭的手下\0	3F	8B	FE	-1
25743	u,苏卡鼠人祭祀\0	u,破灭的手下\0	3F	8B	FE	-1
25744	u,伊昆帝\0	u,破灭的首领\0	3F	8B	FE	-1
25745	u,伊昆帝的召唤者\0	u,破灭的手下\0	3F	8B	FE	-1
25746	u,伊昆帝的士兵\0	u,破灭的手下\0	3F	8B	FE	-1
25747	u,僵尸之王可罗\0	u,破灭的首领\0	3F	8B	FE	-1
25748	u,死灵弓手\0	u,破灭的手下\0	3F	8B	FE	-1
25749	u,死灵战士\0	u,破灭的手下\0	3F	8B	FE	-1
25750	u,法拉克苏斯僵尸之王\0	u,破灭的首领\0	3F	8B	FE	-1
25751	u,发拉克苏斯僵尸战士\0	u,破灭的手下\0	3F	8B	FE	-1
25752	u,发拉克苏斯僵尸祭司\0	u,破灭的手下\0	3F	8B	FE	-1
25753	u,典狱长基洛德\0	u,破灭的首领\0	3F	8B	FE	-1
25754	u,火焰沙达\0	u,破灭的首领\0	3F	8B	FE	-1
25755	u,沙达的脚爪\0	u,破灭的手下\0	3F	8B	FE	-1
25756	u,沙达的鞭子\0	u,破灭的手下\0	3F	8B	FE	-1
25757	u,地狱的灵魂收集者\0	u,破灭的首领\0	3F	8B	FE	-1
25758	u,灵魂毁坏者\0	u,破灭的手下\0	3F	8B	FE	-1
25759	u,灵魂净化者\0	u,破灭的手下\0	3F	8B	FE	-1
25760	u,义西卡王\0	u,破灭的首领\0	3F	8B	FE	-1
25761	u,义西卡的精锐军官\0	u,破灭的手下\0	3F	8B	FE	-1
25762	u,义西卡的精锐士兵\0	u,破灭的手下\0	3F	8B	FE	-1
25763	u,恶魔库里图司\0	u,破灭的首领\0	3F	8B	FE	-1
25764	u,库里图司之妻\0	u,破灭的手下\0	3F	8B	FE	-1
25765	u,恶魔刀\0	u,破灭的手下\0	3F	8B	FE	-1
25766	u,远古的奇异飞龙\0	u,破灭的首领\0	3F	8B	FE	-1
25767	u,杀戮王克图\0	u,破灭的首领\0	3F	8B	FE	-1
25768	u,克图的弓手\0	u,破灭的手下\0	3F	8B	FE	-1
25769	u,克图的突击队长\0	u,破灭的手下\0	3F	8B	FE	-1
25770	u,卡图先锋队长\0	u,破灭的首领\0	3F	8B	FE	-1
25771	u,卡图先锋队弓手\0	u,破灭的手下\0	3F	8B	FE	-1
25772	u,卡图先锋队战士\0	u,破灭的手下\0	3F	8B	FE	-1
25773	u,苍空的毕肯\0	u,破灭的首领\0	3F	8B	FE	-1
25774	u,毕肯的射手\0	u,破灭的手下\0	3F	8B	FE	-1
25775	u,毕肯的战士\0	u,破灭的手下\0	3F	8B	FE	-1
25776	u,大地守护者帕勒森\0	u,破灭的首领\0	3F	8B	FE	-1
25777	u,帕勒森的骑士\0	u,破灭的手下\0	3F	8B	FE	-1
25778	u,帕勒森的守护者\0	u,破灭的手下\0	3F	8B	FE	-1
25779	u,乌鲁吐背叛者浮雷基\0	u,破灭的首领\0	3F	8B	FE	-1
25780	u,浮雷基的吸血蝙蝠\0	u,破灭的手下\0	3F	8B	FE	-1
25781	u,浮雷基施暴的熊\0	u,破灭的手下\0	3F	8B	FE	-1
25782	u,内利斯的冤魂\0	u,破灭的首领\0	3F	8B	FE	-1
25783	u,内利斯的追随者\0	u,破灭的手下\0	3F	8B	FE	-1
25784	u,掠夺者拉伊图\0	u,破灭的首领\0	3F	8B	FE	-1
25785	u,拉伊图的警卫队长\0	u,破灭的手下\0	3F	8B	FE	-1
25786	u,拉伊图的追随者\0	u,破灭的手下\0	3F	8B	FE	-1
25787	u,肯特拉英雄黑卡特\0	u,破灭的首领\0	3F	8B	FE	-1
25788	u,黑卡特巡守\0	u,破灭的手下\0	3F	8B	FE	-1
25789	u,黑卡特随从\0	u,破灭的手下\0	3F	8B	FE	-1
25790	u,巴勒卡英雄夏蒂斯\0	u,破灭的首领\0	3F	8B	FE	-1
25791	u,夏蒂斯亲卫队长\0	u,破灭的手下\0	3F	8B	FE	-1
25792	u,夏蒂斯卫兵\0	u,破灭的手下\0	3F	8B	FE	-1
25793	u,毁灭之刃塔纳托斯\0	u,破灭的首领\0	3F	8B	FE	-1
25794	u,柯尔能\0	u,破灭的首领\0	3F	8B	FE	-1
25795	u,塔里亚吨\0	u,破灭的手下\0	3F	8B	FE	-1
25796	u,芬斯克\0	u,破灭的手下\0	3F	8B	FE	-1
25797	u,米拿斯亚挪\0	u,破灭的首领\0	3F	8B	FE	-1
25798	u,沼泽的飞龙\0	u,破灭的手下\0	3F	8B	FE	-1
25799	u,沼泽的魅魔\0	u,破灭的手下\0	3F	8B	FE	-1
25800	u,财富的征收员塔洛斯\0	u,破灭的首领\0	3F	8B	FE	-1
25801	u,塔洛斯手下\0	u,破灭的手下\0	3F	8B	FE	-1
29001	u,巨蚁女王\0	a,	9C	E8	A9	-1
29002	u,巨蚁女王的幼虫\0	a,	9C	E8	A9	-1
29003	u,护卫蚂蚁\0	a,	9C	E8	A9	-1
29004	u,蚂蚁警卫\0	a,	9C	E8	A9	-1
29005	u,蚂蚁侍卫\0	a,	9C	E8	A9	-1
29006	u,核心\0	a,	9C	E8	A9	-1
29007	u,死亡骑士\0	a,	9C	E8	A9	-1
29008	u,死亡之刃\0	a,	9C	E8	A9	-1
29009	u,迪克尔\0	a,	9C	E8	A9	-1
29010	u,瓦里达斯\0	a,	9C	E8	A9	-1
29011	u,基座\0	a,	9C	E8	A9	-1
29012	u,匹黎姆\0	a,	9C	E8	A9	-1
29013	u,普勒摩\0	a,	9C	E8	A9	-1
29014	u,奥尔芬\0	a,	9C	E8	A9	-1
29015	u,莱可\0	a,	9C	E8	A9	-1
29016	u,莱可李奥斯\0	a,	9C	E8	A9	-1
29017	u,瑞芭\0	a,	9C	E8	A9	-1
29018	u,瑞芭艾伦\0	a,	9C	E8	A9	-1
29019	u,安塔瑞斯\0	a,	9C	E8	A9	-1
29020	u,巴温\0	a,	9C	E8	A9	-1
29021	u,大天使\0	a,	9C	E8	A9	-1
29022	u,札肯\0	a,	9C	E8	A9	-1
29023	u,人偶刀手\0	a,	9C	E8	A9	-1
29024	u,隐面大师\0	a,	9C	E8	A9	-1
29025	u,巴温\0	a,	9C	E8	A9	-1
29026	u,海盗僵尸船长\0	a,	9C	E8	A9	-1
29027	u,海盗僵尸\0	a,	9C	E8	A9	-1
29028	u,巴拉卡斯\0	u,火龙\0	9C	E8	A9	-1
29029	u,熔岩萨乌勒斯首领\0	a,	9C	E8	A9	-1
29030	u,菲林翰德凯林诺\0	u,巴拉卡斯眷属\0	3F	8B	FE	-1
29031	u,凯林诺的伊普利特\0	a,	9C	E8	A9	-1
29032	u,凯林诺的高仑\0	a,	9C	E8	A9	-1
29033	u,菲林翰德弗雷齐\0	u,巴拉卡斯眷属\0	3F	8B	FE	-1
29034	u,弗雷齐的伊普利特\0	a,	9C	E8	A9	-1
29035	u,弗雷齐的高仑\0	a,	9C	E8	A9	-1
29036	u,菲林翰德乌鲁兹\0	u,巴拉卡斯眷属\0	3F	8B	FE	-1
29037	u,菲林翰德奇纳兹\0	u,巴拉卡斯眷属\0	3F	8B	FE	-1
29038	u,奇纳兹的伊普利特\0	a,	9C	E8	A9	-1
29039	u,奇纳兹的伊普利特\0	a,	9C	E8	A9	-1
29040	u,火之翼伊席恩\0	u,巴拉卡斯哨兵\0	3F	8B	FE	-1
29041	u,地狱高仑\0	a,	9C	E8	A9	-1
29042	u,地狱高仑\0	a,	9C	E8	A9	-1
29043	u,嚎叫的伊普利特\0	a,	9C	E8	A9	-1
29044	u,嚎叫的伊普利特\0	a,	9C	E8	A9	-1
29045	u,弗林迪萨\0	a,	9C	E8	A9	-1
29046	u,腥红斑哈里夏\0	a,	9C	E8	A9	-1
29047	u,腥红斑哈里夏\0	a,	9C	E8	A9	-1
29048	u,画像\0	a,	9C	E8	A9	-1
29049	u,画像\0	a,	9C	E8	A9	-1
29050	u,哈里夏的气息\0	a,	9C	E8	A9	-1
29051	u,哈里夏的气息\0	a,	9C	E8	A9	-1
29052	a,	a,	9C	E8	A9	-1
29053	a,	a,	9C	E8	A9	-1
29054	u,贝楠\0	u,特里欧的首领\0	3F	8B	FE	-1
29055	u,传送晶体\0	a,	9C	E8	A9	-1
29056	u,冰精灵希勒\0	u,狩猎首领\0	3F	8B	FE	-1
29057	u,冰精灵侍从\0	u,狩猎手下\0	3F	8B	FE	-1
29058	u,冰精灵旁观者\0	u,狩猎手下\0	3F	8B	FE	-1
29059	a,	a,	9C	E8	A9	-1
29060	u,冰冻女王的亲卫队长\0	u,狩猎首领\0	3F	8B	FE	-1
29061	u,传送晶体\0	a,	9C	E8	A9	-1
29062	u,安德雷亚斯范浩特\0	u,邪教的祭司长\0	3F	8B	FE	-1
29063	u,安德雷亚斯随从\0	u,狩猎手下\0	3F	8B	FE	-1
29064	u,安德雷亚斯随从\0	u,狩猎手下\0	3F	8B	FE	-1
29065	u,塞壬\0	u,被封印的魔兽\0	3F	8B	FE	-1
